Date,Product ID,Price,Units Sold
2022/1/10,P0015,77.87,31.7
2022/1/10,P0016,24.12,236.5
2022/1/10,P0017,45.22,143.3
2022/1/10,P0018,53.28,26
2022/1/10,P0019,33.86,284.4
2022/1/10,P0020,36.47,101.7
2022/1/11,P0001,61.24,119
2022/1/11,P0002,17.9,501.4
2022/1/11,P0003,56.38,67.4
2022/1/11,P0004,30.74,54.7
2022/1/11,P0005,72.1,112.7
2022/1/11,P0006,51.92,146.4
2022/1/11,P0007,25.55,72.9
2022/1/11,P0008,47.17,220.8
2022/1/11,P0009,16.73,88.6
2022/1/11,P0010,60.82,93.7
2022/1/11,P0011,35.65,52.8
2022/1/11,P0012,79.62,28.1
2022/1/11,P0013,79.3,158
2022/1/11,P0014,40.69,148
2022/1/11,P0015,77.87,36.6
2022/1/11,P0016,39.37,71.7
2022/1/11,P0017,38.18,238.3
2022/1/11,P0018,47.8,44.6
2022/1/11,P0019,29.57,314.5
2022/1/11,P0020,52.17,46.9
2022/1/12,P0001,61.24,161.7
2022/1/12,P0002,26.29,148.4
2022/1/12,P0003,56.38,64.6
2022/1/12,P0004,30.74,68.9
2022/1/12,P0005,72.1,162.6
2022/1/12,P0006,51.92,249.2
2022/1/12,P0007,25.55,76.7
2022/1/12,P0008,47.17,134.3
2022/1/12,P0009,16.73,80.1
2022/1/12,P0010,60.82,67.5
2022/1/12,P0011,35.65,47.8
2022/1/12,P0012,79.62,28.6
2022/1/12,P0013,79.3,130.3
2022/1/12,P0014,40.69,85.2
2022/1/12,P0015,77.87,36
2022/1/12,P0016,24.13,260.3
2022/1/12,P0017,45.22,140.4
2022/1/12,P0018,53.28,36.9
2022/1/12,P0019,33.86,161
2022/1/12,P0020,52.17,76.9
2022/1/13,P0001,61.24,209.8
2022/1/13,P0002,26.29,200.7
2022/1/13,P0003,35.6,158.2
2022/1/13,P0004,30.74,78.2
2022/1/13,P0005,72.1,125
2022/1/13,P0006,51.92,139.8
2022/1/13,P0007,20.47,131.4
2022/1/13,P0008,47.17,138
2022/1/13,P0009,16.73,75.6
2022/1/13,P0010,60.82,93.7
2022/1/13,P0011,22.52,109.8
2022/1/13,P0012,79.62,35.9
2022/1/13,P0013,79.3,146.4
2022/1/13,P0014,40.69,206
2022/1/13,P0015,77.87,39
2022/1/13,P0016,39.37,75.1
2022/1/13,P0017,45.22,124.4
2022/1/13,P0018,53.28,25.3
2022/1/13,P0019,33.86,248.5
2022/1/13,P0020,52.17,47
2022/1/14,P0001,61.24,275.7
2022/1/14,P0002,17.2,652.8
2022/1/14,P0003,56.38,111.8
2022/1/14,P0004,30.74,57.2
2022/1/14,P0005,72.1,156.9
2022/1/14,P0006,51.92,175.8
2022/1/14,P0007,20.11,202.6
2022/1/14,P0008,36.33,304.3
2022/1/14,P0009,16.73,86
2022/1/14,P0010,60.82,93.8
2022/1/14,P0011,35.65,62.4
2022/1/14,P0012,79.62,25.2
2022/1/14,P0013,79.3,181.5
2022/1/14,P0014,40.69,156.7
2022/1/14,P0015,68.34,39
2022/1/14,P0016,39.37,122.2
2022/1/14,P0017,45.22,108
2022/1/14,P0018,53.28,25.6
2022/1/14,P0019,33.86,133.6
2022/1/14,P0020,44.47,105.6
2022/1/15,P0001,53.24,291.7
2022/1/15,P0002,21.31,834.2
2022/1/15,P0003,37.67,156.3
2022/1/15,P0004,18.78,130.2
2022/1/15,P0005,49.08,262
2022/1/15,P0006,35.44,284.1
2022/1/15,P0007,21.46,176.5
2022/1/15,P0008,35.78,370.6
2022/1/15,P0009,14.26,186.4
2022/1/15,P0010,54.41,197.4
2022/1/15,P0011,28.94,116.3
2022/1/15,P0012,57.37,57
2022/1/15,P0013,65.48,271.2
2022/1/15,P0014,28.67,326
2022/1/15,P0015,56.29,62.1
2022/1/15,P0016,29.95,193.8
2022/1/15,P0017,35.33,313.4
2022/1/15,P0018,33.44,108.1
2022/1/15,P0019,22.86,462.4
2022/1/15,P0020,43.66,99.4
2022/1/16,P0001,37.82,364.8
2022/1/16,P0002,23.01,389.6
2022/1/16,P0003,44.69,215.4
2022/1/16,P0004,27.29,83.9
2022/1/16,P0005,44.31,392.9
2022/1/16,P0006,42.07,425.3
2022/1/16,P0007,15.73,330.5
2022/1/16,P0008,35.59,404.8
2022/1/16,P0009,12.28,159.9
2022/1/16,P0010,53.99,195.1
2022/1/16,P0011,27.4,101.1
2022/1/16,P0012,60.21,81.6
2022/1/16,P0013,63.55,463.2
2022/1/16,P0014,31.33,181.7
2022/1/16,P0015,66.3,76
2022/1/16,P0016,34.47,144.1
2022/1/16,P0017,37.71,220.2
2022/1/16,P0018,45.17,53
2022/1/16,P0019,26.25,514.8
2022/1/16,P0020,34.94,127.3
2022/1/17,P0001,61.24,209.5
2022/1/17,P0002,20.54,602.3
2022/1/17,P0003,56.38,68.4
2022/1/17,P0004,30.74,73.2
2022/1/17,P0005,72.1,108.5
2022/1/17,P0006,51.92,104.4
2022/1/17,P0007,25.55,77.4
2022/1/17,P0008,47.17,163.8
2022/1/17,P0009,16.73,90.2
2022/1/17,P0010,60.82,128.9
2022/1/17,P0011,35.65,49.7
2022/1/17,P0012,79.62,28.2
2022/1/17,P0013,61.74,402.8
2022/1/17,P0014,40.69,157.7
2022/1/17,P0015,54.85,41
2022/1/17,P0016,39.37,54.3
2022/1/17,P0017,32.72,169.1
2022/1/17,P0018,53.28,29.1
2022/1/17,P0019,33.86,231
2022/1/17,P0020,52.17,56.6
2022/1/18,P0001,61.24,145.1
2022/1/18,P0002,26.29,197.4
2022/1/18,P0003,56.38,53.4
2022/1/18,P0004,30.74,50.1
2022/1/18,P0005,72.1,129.7
2022/1/18,P0006,51.92,98.6
2022/1/18,P0007,25.55,89.6
2022/1/18,P0008,47.17,145.3
2022/1/18,P0009,16.73,94.2
2022/1/18,P0010,43.06,152.2
2022/1/18,P0011,35.65,47.9
2022/1/18,P0012,79.62,23.7
2022/1/18,P0013,79.3,204.2
2022/1/18,P0014,32.68,237.5
2022/1/18,P0015,77.87,33.4
2022/1/18,P0016,39.37,91.7
2022/1/18,P0017,45.22,93.9
2022/1/18,P0018,45.66,53.5
2022/1/18,P0019,33.86,173.6
2022/1/18,P0020,52.17,56.3
2022/1/19,P0001,61.24,249.9
2022/1/19,P0002,26.29,142.6
2022/1/19,P0003,56.38,84.6
2022/1/19,P0004,30.74,69.3
2022/1/19,P0005,47.69,294.3
2022/1/19,P0006,51.92,185.7
2022/1/19,P0007,25.55,98
2022/1/19,P0008,47.17,172.3
2022/1/19,P0009,16.73,63.5
2022/1/19,P0010,60.82,79.7
2022/1/19,P0011,35.65,44.2
2022/1/19,P0012,79.62,34
2022/1/19,P0013,55.9,389
2022/1/19,P0014,40.69,121.3
2022/1/19,P0015,77.87,41.8
2022/1/19,P0016,39.37,103
2022/1/19,P0017,45.22,182.7
2022/1/19,P0018,53.28,24.3
2022/1/19,P0019,33.86,198.7
2022/1/19,P0020,52.17,29.9
2022/1/20,P0001,61.24,158.1
2022/1/20,P0002,26.29,215.2
2022/1/20,P0003,56.38,63.7
2022/1/20,P0004,30.74,83.2
2022/1/20,P0005,72.1,139.3
2022/1/20,P0006,51.92,115.6
2022/1/20,P0007,25.55,78.5
2022/1/20,P0008,47.17,89.7
2022/1/20,P0009,16.73,89.9
2022/1/20,P0010,60.82,104.9
2022/1/20,P0011,35.65,41.6
2022/1/20,P0012,79.62,38.2
2022/1/20,P0013,79.3,125.8
2022/1/20,P0014,40.69,148
2022/1/20,P0015,77.87,36.1
2022/1/20,P0016,39.37,76.7
2022/1/20,P0017,45.22,138.8
2022/1/20,P0018,53.28,27.4
2022/1/20,P0019,33.86,240.4
2022/1/20,P0020,33.5,119.6
2022/1/21,P0001,61.24,294.5
2022/1/21,P0002,26.29,174.7
2022/1/21,P0003,56.38,84.2
2022/1/21,P0004,30.74,55.6
2022/1/21,P0005,72.1,123.9
2022/1/21,P0006,36.79,333.9
2022/1/21,P0007,25.55,119.2
2022/1/21,P0008,47.17,180.5
2022/1/21,P0009,16.73,110.8
2022/1/21,P0010,60.82,83.8
2022/1/21,P0011,35.65,46.1
2022/1/21,P0012,79.62,29
2022/1/21,P0013,79.3,183.1
2022/1/21,P0014,40.69,145.4
2022/1/21,P0015,60.18,50.8
2022/1/21,P0016,39.37,80.9
2022/1/21,P0017,45.22,117.9
2022/1/21,P0018,53.28,25.9
2022/1/21,P0019,33.86,198
2022/1/21,P0020,52.17,34.7
2022/1/22,P0001,52.51,320.1
2022/1/22,P0002,20.17,588.3
2022/1/22,P0003,38.49,174.2
2022/1/22,P0004,19.31,156.6
2022/1/22,P0005,59.16,356
2022/1/22,P0006,41.01,354.2
2022/1/22,P0007,18.26,245.6
2022/1/22,P0008,41.46,282.1
2022/1/22,P0009,13.7,243
2022/1/22,P0010,46.4,290.5
2022/1/22,P0011,31.53,87.7
2022/1/22,P0012,61,53.9
2022/1/22,P0013,57.56,496
2022/1/22,P0014,31.62,321
2022/1/22,P0015,50.88,63.3
2022/1/22,P0016,34.02,176.9
2022/1/22,P0017,40.43,281.1
2022/1/22,P0018,37.22,96.4
2022/1/22,P0019,27.86,479.3
2022/1/22,P0020,39.02,113.9
2022/1/23,P0001,52.95,249.4
2022/1/23,P0002,20.93,414.8
2022/1/23,P0003,42.12,192.9
2022/1/23,P0004,19.61,169.6
2022/1/23,P0005,47.89,364.9
2022/1/23,P0006,38.92,476.3
2022/1/23,P0007,18.86,265.4
2022/1/23,P0008,32.24,477.5
2022/1/23,P0009,14,116.3
2022/1/23,P0010,51.93,212.7
2022/1/23,P0011,21.85,116.9
2022/1/23,P0012,60.21,67.3
2022/1/23,P0013,56.95,395.3
2022/1/23,P0014,26.55,239.6
2022/1/23,P0015,67.24,80
2022/1/23,P0016,34.49,101.1
2022/1/23,P0017,39.04,298.1
2022/1/23,P0018,43.51,59.7
2022/1/23,P0019,30.47,463.2
2022/1/23,P0020,40.91,93.3
2022/1/24,P0001,61.24,149
2022/1/24,P0002,26.29,199.3
2022/1/24,P0003,56.38,52
2022/1/24,P0004,30.74,50.8
2022/1/24,P0005,47.96,206
2022/1/24,P0006,51.92,120.2
2022/1/24,P0007,25.55,67.5
2022/1/24,P0008,47.17,163.9
2022/1/24,P0009,16.73,77.5
2022/1/24,P0010,60.82,91.5
2022/1/24,P0011,35.65,51.9
2022/1/24,P0012,79.62,34.6
2022/1/24,P0013,79.3,109.9
2022/1/24,P0014,40.69,174.3
2022/1/24,P0015,77.87,29.7
2022/1/24,P0016,39.37,60.5
2022/1/24,P0017,45.22,102.2
2022/1/24,P0018,53.28,25.6
2022/1/24,P0019,33.86,251.1
2022/1/24,P0020,52.17,57.1
2022/1/25,P0001,48.29,294.1
2022/1/25,P0002,26.29,156.8
2022/1/25,P0003,56.38,65.4
2022/1/25,P0004,30.74,69.3
2022/1/25,P0005,72.1,131.2
2022/1/25,P0006,51.92,170.4
2022/1/25,P0007,25.55,96.4
2022/1/25,P0008,47.17,186.8
2022/1/25,P0009,13.66,134
2022/1/25,P0010,60.82,83.2
2022/1/25,P0011,35.65,27.9
2022/1/25,P0012,79.62,26.4
2022/1/25,P0013,79.3,151.7
2022/1/25,P0014,40.69,135
2022/1/25,P0015,46.99,67.5
2022/1/25,P0016,26.62,249.1
2022/1/25,P0017,45.22,123.5
2022/1/25,P0018,39.82,56.7
2022/1/25,P0019,33.86,180.9
2022/1/25,P0020,52.17,51.1
2022/1/26,P0001,61.24,172.9
2022/1/26,P0002,26.29,154
2022/1/26,P0003,56.38,76
2022/1/26,P0004,22.92,102.3
2022/1/26,P0005,72.1,153.7
2022/1/26,P0006,51.92,234.5
2022/1/26,P0007,25.55,94
2022/1/26,P0008,47.17,134.6
2022/1/26,P0009,16.73,83.8
2022/1/26,P0010,46.08,172.1
2022/1/26,P0011,26.89,99.4
2022/1/26,P0012,79.62,30
2022/1/26,P0013,79.3,128.1
2022/1/26,P0014,40.69,130.2
2022/1/26,P0015,77.87,31.2
2022/1/26,P0016,39.37,91.2
2022/1/26,P0017,45.22,126.3
2022/1/26,P0018,32.09,116.7
2022/1/26,P0019,33.86,156.1
2022/1/26,P0020,52.17,62.1
2022/1/27,P0001,61.24,165.9
2022/1/27,P0002,26.29,276.4
2022/1/27,P0003,45.33,107.7
2022/1/27,P0004,30.74,76.1
2022/1/27,P0005,72.1,144.1
2022/1/27,P0006,31.7,302.8
2022/1/27,P0007,25.55,63.8
2022/1/27,P0008,47.17,114.6
2022/1/27,P0009,16.73,82.5
2022/1/27,P0010,51.97,232.9
2022/1/27,P0011,25.91,97.5
2022/1/27,P0012,79.62,35.8
2022/1/27,P0013,79.3,147.4
2022/1/27,P0014,40.69,176.4
2022/1/27,P0015,77.87,34.7
2022/1/27,P0016,39.37,72.2
2022/1/27,P0017,45.22,148.9
2022/1/27,P0018,53.28,32.1
2022/1/27,P0019,33.86,261.6
2022/1/27,P0020,52.17,34.7
2022/1/28,P0001,61.24,289.8
2022/1/28,P0002,26.29,217.1
2022/1/28,P0003,56.38,94.6
2022/1/28,P0004,30.74,67.3
2022/1/28,P0005,56.56,274.8
2022/1/28,P0006,51.92,166.2
2022/1/28,P0007,17.91,211.7
2022/1/28,P0008,47.17,139.7
2022/1/28,P0009,16.73,126.5
2022/1/28,P0010,50.62,165.1
2022/1/28,P0011,35.65,52.7
2022/1/28,P0012,79.62,31
2022/1/28,P0013,79.3,135
2022/1/28,P0014,40.69,141.7
2022/1/28,P0015,77.87,38.1
2022/1/28,P0016,39.37,106.1
2022/1/28,P0017,30.72,254.2
2022/1/28,P0018,35.14,51.2
2022/1/28,P0019,33.86,157.8
2022/1/28,P0020,52.17,48.9
2022/1/29,P0001,51.84,331.4
2022/1/29,P0002,22.06,765.4
2022/1/29,P0003,34.17,202.6
2022/1/29,P0004,22.26,96.1
2022/1/29,P0005,44.79,370.4
2022/1/29,P0006,39.54,311.6
2022/1/29,P0007,19.66,191.9
2022/1/29,P0008,41.74,304
2022/1/29,P0009,10.49,205.2
2022/1/29,P0010,46.12,219
2022/1/29,P0011,29.06,101.8
2022/1/29,P0012,48.37,71.7
2022/1/29,P0013,61.17,354.7
2022/1/29,P0014,26.21,366.7
2022/1/29,P0015,55.6,42.4
2022/1/29,P0016,26.32,254.5
2022/1/29,P0017,37.49,271.4
2022/1/29,P0018,33.85,120.3
2022/1/29,P0019,22.06,532.8
2022/1/29,P0020,31.62,153.6
2022/1/30,P0001,51.6,229.5
2022/1/30,P0002,16.03,612.1
2022/1/30,P0003,50.37,156.3
2022/1/30,P0004,21.36,168.3
2022/1/30,P0005,43.68,293.8
2022/1/30,P0006,34.4,318.4
2022/1/30,P0007,18.3,245.1
2022/1/30,P0008,40.45,308.6
2022/1/30,P0009,13.97,157.8
2022/1/30,P0010,40.38,198.2
2022/1/30,P0011,28.28,61.4
2022/1/30,P0012,58.64,67.3
2022/1/30,P0013,53.43,398.3
2022/1/30,P0014,25.07,233.8
2022/1/30,P0015,52.54,104.5
2022/1/30,P0016,31.38,300.1
2022/1/30,P0017,35.4,262.1
2022/1/30,P0018,41.6,72.5
2022/1/30,P0019,25.99,450
2022/1/30,P0020,41.37,88.4
2022/1/31,P0001,61.24,261.5
2022/1/31,P0002,26.29,175.9
2022/1/31,P0003,56.38,49.2
2022/1/31,P0004,30.74,78.7
2022/1/31,P0005,72.1,93.7
2022/1/31,P0006,51.92,145.6
2022/1/31,P0007,25.55,131.5
2022/1/31,P0008,37.3,349.7
2022/1/31,P0009,16.73,66.4
2022/1/31,P0010,60.82,98.4
2022/1/31,P0011,35.65,50.2
2022/1/31,P0012,79.62,39.2
2022/1/31,P0013,79.3,171.4
2022/1/31,P0014,40.69,115.1
2022/1/31,P0015,77.87,39.2
2022/1/31,P0016,35.09,109.8
2022/1/31,P0017,45.22,149.9
2022/1/31,P0018,53.28,17.3
2022/1/31,P0019,33.86,271.3
2022/1/31,P0020,35.07,67.6
2022/2/1,P0001,61.24,165
2022/2/1,P0002,26.29,288.9
2022/2/1,P0003,56.38,84.1
2022/2/1,P0004,30.74,68.1
2022/2/1,P0005,63.01,173.3
2022/2/1,P0006,51.92,214.1
2022/2/1,P0007,25.55,104.3
2022/2/1,P0008,47.17,145.8
2022/2/1,P0009,16.73,116.6
2022/2/1,P0010,60.82,81.2
2022/2/1,P0011,35.65,50.3
2022/2/1,P0012,55.37,44.4
2022/2/1,P0013,79.3,191.9
2022/2/1,P0014,40.69,148.4
2022/2/1,P0015,77.87,54.5
2022/2/1,P0016,39.37,89.7
2022/2/1,P0017,45.22,128.1
2022/2/1,P0018,53.28,29.1
2022/2/1,P0019,28.75,233.3
2022/2/1,P0020,52.17,47
2022/2/2,P0001,47.53,261.6
2022/2/2,P0002,20.34,448.6
2022/2/2,P0003,34.4,180.4
2022/2/2,P0004,30.74,63
2022/2/2,P0005,72.1,166.5
2022/2/2,P0006,51.92,215.5
2022/2/2,P0007,25.55,116.9
2022/2/2,P0008,47.17,159.8
2022/2/2,P0009,16.73,57.6
2022/2/2,P0010,53.49,154.1
2022/2/2,P0011,35.65,43
2022/2/2,P0012,79.62,25.4
2022/2/2,P0013,79.3,146.4
2022/2/2,P0014,25.91,222
2022/2/2,P0015,77.87,30.1
2022/2/2,P0016,39.37,89.4
2022/2/2,P0017,45.22,154.5
2022/2/2,P0018,53.28,31.8
2022/2/2,P0019,33.86,165.9
2022/2/2,P0020,52.17,50.4
2022/2/3,P0001,61.24,155.6
2022/2/3,P0002,26.29,172.1
2022/2/3,P0003,56.38,52.9
2022/2/3,P0004,30.74,65.8
2022/2/3,P0005,72.1,166.9
2022/2/3,P0006,51.92,134.8
2022/2/3,P0007,25.55,64.4
2022/2/3,P0008,47.17,123.4
2022/2/3,P0009,16.73,65
2022/2/3,P0010,60.82,89.1
2022/2/3,P0011,35.65,45.8
2022/2/3,P0012,79.62,23.9
2022/2/3,P0013,70.43,268.5
2022/2/3,P0014,40.69,163
2022/2/3,P0015,77.87,26.3
2022/2/3,P0016,39.37,45.5
2022/2/3,P0017,45.22,107.9
2022/2/3,P0018,53.28,17.8
2022/2/3,P0019,33.86,247.8
2022/2/3,P0020,52.17,54.2
2022/2/4,P0001,61.24,159.4
2022/2/4,P0002,21.47,372.4
2022/2/4,P0003,56.38,73.7
2022/2/4,P0004,30.74,52.6
2022/2/4,P0005,72.1,139.2
2022/2/4,P0006,51.92,165.4
2022/2/4,P0007,19.54,215.1
2022/2/4,P0008,47.17,128.2
2022/2/4,P0009,16.73,112
2022/2/4,P0010,60.82,90.2
2022/2/4,P0011,35.65,57.2
2022/2/4,P0012,50.84,66.7
2022/2/4,P0013,79.3,175.8
2022/2/4,P0014,40.69,142.7
2022/2/4,P0015,56.15,53.8
2022/2/4,P0016,39.37,84.7
2022/2/4,P0017,45.22,99.9
2022/2/4,P0018,53.28,34.4
2022/2/4,P0019,33.86,176.7
2022/2/4,P0020,52.17,62.3
2022/2/5,P0001,52.28,352.6
2022/2/5,P0002,19.48,552.1
2022/2/5,P0003,33.97,237
2022/2/5,P0004,23.53,120
2022/2/5,P0005,56.26,293.3
2022/2/5,P0006,45.68,227.5
2022/2/5,P0007,16.46,248.4
2022/2/5,P0008,30.26,470.8
2022/2/5,P0009,13.92,146.6
2022/2/5,P0010,40.88,183.3
2022/2/5,P0011,22.57,129.5
2022/2/5,P0012,59.43,64.1
2022/2/5,P0013,56.01,411.9
2022/2/5,P0014,32,239.6
2022/2/5,P0015,61.07,60.5
2022/2/5,P0016,25.43,371.4
2022/2/5,P0017,29.28,400.4
2022/2/5,P0018,45.28,83
2022/2/5,P0019,28.15,403.7
2022/2/5,P0020,45.4,99.4
2022/2/6,P0001,47.51,229.5
2022/2/6,P0002,19.82,470
2022/2/6,P0003,36.61,194.4
2022/2/6,P0004,23.57,93
2022/2/6,P0005,53.1,272.4
2022/2/6,P0006,46.25,292.1
2022/2/6,P0007,17.06,248.1
2022/2/6,P0008,40.07,353.1
2022/2/6,P0009,10.85,161.4
2022/2/6,P0010,51.5,173
2022/2/6,P0011,24.84,107
2022/2/6,P0012,67.71,54.7
2022/2/6,P0013,47.59,570.8
2022/2/6,P0014,27.07,196.2
2022/2/6,P0015,63.06,84.6
2022/2/6,P0016,26.8,251.9
2022/2/6,P0017,29.13,336.1
2022/2/6,P0018,38.47,69.6
2022/2/6,P0019,26.88,442.9
2022/2/6,P0020,38.36,101.2
2022/2/7,P0001,61.24,157.2
2022/2/7,P0002,26.29,208.4
2022/2/7,P0003,56.38,57
2022/2/7,P0004,30.74,70.9
